"","area","bedrooms","bathrooms","stories","mainroad","guestroom","basement","hotwaterheating","airconditioning","parking","prefarea","furnishingstatus"
"16",0.68701974118721,1.73396005707079,-0.500446803109126,0.613253877490045,0.432174978254419,-0.453083686766389,1.32369174176385,-0.212248009962427,-0.607473236068279,1.82026010417609,-0.537650355908235,-0.152905154801977
"17",1.02122293115591,1.73396005707079,1.77118917570975,0.613253877490045,0.432174978254419,2.20233083187713,1.32369174176385,-0.212248009962427,1.64260763032863,0.531605015133996,1.85592767087554,1.18285119752473
"19",-0.092787702073096,0.216335281222443,1.77118917570975,0.613253877490045,0.432174978254419,2.20233083187713,-0.753831229207889,-0.212248009962427,1.64260763032863,1.82026010417609,-0.537650355908235,-1.48866150712868
"20",0.920961974165301,0.216335281222443,1.77118917570975,0.613253877490045,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,1.64260763032863,0.531605015133996,1.85592767087554,-0.152905154801977
"21",-0.248749190725157,0.216335281222443,-0.500446803109126,0.613253877490045,0.432174978254419,-0.453083686766389,1.32369174176385,4.70129342066774,-0.607473236068279,1.82026010417609,-0.537650355908235,-0.152905154801977
"22",1.33036088187696,0.216335281222443,1.77118917570975,-0.981895253284622,0.432174978254419,2.20233083187713,1.32369174176385,-0.212248009962427,1.64260763032863,1.82026010417609,-0.537650355908235,1.18285119752473
"23",1.82888064024694,0.216335281222443,-0.500446803109126,-0.981895253284622,0.432174978254419,2.20233083187713,1.32369174176385,-0.212248009962427,1.64260763032863,0.531605015133996,-0.537650355908235,-1.48866150712868
"24",-0.115067914737676,0.216335281222443,1.77118917570975,0.613253877490045,0.432174978254419,2.20233083187713,1.32369174176385,-0.212248009962427,1.64260763032863,0.531605015133996,-0.537650355908235,-1.48866150712868
"25",2.24663462770782,0.216335281222443,1.77118917570975,0.613253877490045,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,1.64260763032863,1.82026010417609,-0.537650355908235,-1.48866150712868
"26",0.987802612159042,1.73396005707079,1.77118917570975,0.613253877490045,0.432174978254419,2.20233083187713,1.32369174176385,-0.212248009962427,1.64260763032863,1.82026010417609,1.85592767087554,-1.48866150712868
"28",2.28841002645391,0.216335281222443,-0.500446803109126,-0.981895253284622,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,-0.607473236068279,0.531605015133996,-0.537650355908235,-0.152905154801977
"30",0.408517082879958,1.73396005707079,1.77118917570975,0.613253877490045,0.432174978254419,-0.453083686766389,1.32369174176385,-0.212248009962427,1.64260763032863,0.531605015133996,1.85592767087554,-0.152905154801977
"33",0.0631737865789651,1.73396005707079,1.77118917570975,0.613253877490045,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,1.64260763032863,0.531605015133996,1.85592767087554,-1.48866150712868
"34",0.66473952852263,0.216335281222443,4.04282515452863,0.613253877490045,0.432174978254419,2.20233083187713,1.32369174176385,-0.212248009962427,-0.607473236068279,0.531605015133996,-0.537650355908235,1.18285119752473
"37",1.5125016204099,0.216335281222443,1.77118917570975,2.20840300826471,0.432174978254419,-0.453083686766389,-0.753831229207889,4.70129342066774,-0.607473236068279,0.531605015133996,1.85592767087554,-1.48866150712868
"41",0.993372665325187,0.216335281222443,-0.500446803109126,0.613253877490045,0.432174978254419,-0.453083686766389,1.32369174176385,-0.212248009962427,1.64260763032863,-0.757050073908099,1.85592767087554,-1.48866150712868
"46",0.68701974118721,0.216335281222443,1.77118917570975,2.20840300826471,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,1.64260763032863,-0.757050073908099,-0.537650355908235,-0.152905154801977
"49",-0.259889297057447,0.216335281222443,1.77118917570975,0.613253877490045,0.432174978254419,-0.453083686766389,1.32369174176385,-0.212248009962427,-0.607473236068279,0.531605015133996,-0.537650355908235,1.18285119752473
"50",1.4891073971121,0.216335281222443,1.77118917570975,-0.981895253284622,0.432174978254419,2.20233083187713,1.32369174176385,-0.212248009962427,1.64260763032863,-0.757050073908099,1.85592767087554,-0.152905154801977
"55",0.68701974118721,0.216335281222443,1.77118917570975,0.613253877490045,0.432174978254419,2.20233083187713,-0.753831229207889,-0.212248009962427,1.64260763032863,0.531605015133996,-0.537650355908235,-0.152905154801977
"56",0.68701974118721,0.216335281222443,-0.500446803109126,0.613253877490045,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,1.64260763032863,0.531605015133996,-0.537650355908235,1.18285119752473
"61",0.68701974118721,0.216335281222443,1.77118917570975,0.613253877490045,0.432174978254419,2.20233083187713,-0.753831229207889,-0.212248009962427,-0.607473236068279,0.531605015133996,-0.537650355908235,-0.152905154801977
"62",2.29119505303698,-1.30128949462591,-0.500446803109126,-0.981895253284622,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,1.64260763032863,0.531605015133996,-0.537650355908235,-0.152905154801977
"63",0.820701017174691,1.73396005707079,1.77118917570975,0.613253877490045,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,1.64260763032863,0.531605015133996,-0.537650355908235,-1.48866150712868
"64",0.887541655168431,1.73396005707079,1.77118917570975,2.20840300826471,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,1.64260763032863,1.82026010417609,1.85592767087554,-1.48866150712868
"66",2.29119505303698,0.216335281222443,1.77118917570975,0.613253877490045,0.432174978254419,-0.453083686766389,1.32369174176385,-0.212248009962427,1.64260763032863,0.531605015133996,-0.537650355908235,-1.48866150712868
"68",1.63392877943187,0.216335281222443,1.77118917570975,-0.981895253284622,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,-0.607473236068279,1.82026010417609,-0.537650355908235,1.18285119752473
"69",0.68701974118721,0.216335281222443,-0.500446803109126,-0.981895253284622,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,1.64260763032863,0.531605015133996,-0.537650355908235,-1.48866150712868
"71",-0.426990892041799,0.216335281222443,1.77118917570975,0.613253877490045,0.432174978254419,-0.453083686766389,1.32369174176385,-0.212248009962427,1.64260763032863,-0.757050073908099,1.85592767087554,-0.152905154801977
"75",-0.404710679377218,0.216335281222443,-0.500446803109126,0.613253877490045,0.432174978254419,-0.453083686766389,1.32369174176385,4.70129342066774,-0.607473236068279,0.531605015133996,-0.537650355908235,-1.48866150712868
"76",-0.282169509722027,1.73396005707079,1.77118917570975,0.613253877490045,0.432174978254419,-0.453083686766389,-0.753831229207889,4.70129342066774,-0.607473236068279,-0.757050073908099,-0.537650355908235,-0.152905154801977
"77",0.920961974165301,0.216335281222443,1.77118917570975,2.20840300826471,0.432174978254419,-0.453083686766389,-0.753831229207889,-0.212248009962427,1.64260763032863,-0.757050073908099,1.85592767087554,-1.48866150712868
